S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
23326,27/11/2020,Tamil Nadu,776174,11173,753332,11669
23327,28/11/2020,Tamil Nadu,777616,11109,754826,11681
23328,29/11/2020,Tamil Nadu,779046,11073,756279,11694
23329,30/11/2020,Tamil Nadu,780505,11052,757750,11703
23330,01/12/2020,Tamil Nadu,781915,10997,759206,11712
23331,02/12/2020,Tamil Nadu,783319,10980,760617,11722
23332,03/12/2020,Tamil Nadu,784747,10999,762015,11733
23333,04/12/2020,Tamil Nadu,786163,10988,763428,11747
23334,05/12/2020,Tamil Nadu,787554,10938,764854,11762
23335,06/12/2020,Tamil Nadu,788920,10882,766261,11777
23336,07/12/2020,Tamil Nadu,790240,10688,767759,11793
23337,08/12/2020,Tamil Nadu,791552,10695,769048,11809
23338,09/12/2020,Tamil Nadu,792788,10588,770378,11822
23339,10/12/2020,Tamil Nadu,794020,10491,771693,11836
23340,11/12/2020,Tamil Nadu,795240,10392,772995,11853
23341,12/12/2020,Tamil Nadu,796475,10299,774306,11870
23342,13/12/2020,Tamil Nadu,797693,10208,775602,11883
23343,14/12/2020,Tamil Nadu,798888,10115,776878,11895
23344,15/12/2020,Tamil Nadu,800029,10039,778081,11909
23345,17/12/2020,Tamil Nadu,802342,9880,780531,11931
23346,18/12/2020,Tamil Nadu,803516,9829,781745,11942
23347,19/12/2020,Tamil Nadu,804650,9781,782915,11954
23348,20/12/2020,Tamil Nadu,805777,9692,784117,11968
23349,21/12/2020,Tamil Nadu,806891,9593,785315,11983
23350,22/12/2020,Tamil Nadu,807962,9495,786472,11995
23351,23/12/2020,Tamil Nadu,809014,9391,787611,12012
23352,24/12/2020,Tamil Nadu,810080,9314,788742,12024
23353,25/12/2020,Tamil Nadu,811115,9217,789862,12036
23354,26/12/2020,Tamil Nadu,812142,9129,790965,12048
23355,27/12/2020,Tamil Nadu,813161,9039,792063,12059
23356,28/12/2020,Tamil Nadu,814170,8947,793154,12069
23357,29/12/2020,Tamil Nadu,815175,8867,794228,12080
23358,30/12/2020,Tamil Nadu,816132,8747,795293,12092
23359,31/12/2020,Tamil Nadu,817077,8615,796353,12109
23360,03/01/2021,Tamil Nadu,819845,8272,799427,12146
23361,04/01/2021,Tamil Nadu,820712,8127,800429,12156
23362,05/01/2021,Tamil Nadu,821550,7970,801414,12166
23363,06/01/2021,Tamil Nadu,822370,7808,802385,12177
23364,07/01/2021,Tamil Nadu,823181,7665,803328,12188
23365,08/01/2021,Tamil Nadu,823986,7547,804239,12200
23366,09/01/2021,Tamil Nadu,824776,7432,805136,12208
23367,10/01/2021,Tamil Nadu,825537,7304,806018,12215
23368,11/01/2021,Tamil Nadu,826261,7164,806875,12222
23369,12/01/2021,Tamil Nadu,826943,6971,807744,12228
23370,13/01/2021,Tamil Nadu,827614,6807,808571,12236
23371,14/01/2021,Tamil Nadu,828287,6653,809392,12242
23372,15/01/2021,Tamil Nadu,828952,6488,810218,12246
23373,16/01/2021,Tamil Nadu,829573,6299,811023,12251
23374,17/01/2021,Tamil Nadu,830183,6128,811798,12257
23375,18/01/2021,Tamil Nadu,830772,5940,812568,12264
23376,19/01/2021,Tamil Nadu,831323,5725,813326,12272
23377,20/01/2021,Tamil Nadu,831866,5487,814098,12281
23378,21/01/2021,Tamil Nadu,832415,5314,814811,12290
23379,22/01/2021,Tamil Nadu,833011,5196,815516,12299
23380,23/01/2021,Tamil Nadu,833585,5073,816205,12307
23381,24/01/2021,Tamil Nadu,834171,4984,816878,12309
23382,25/01/2021,Tamil Nadu,834740,4904,817520,12316
23383,27/01/2021,Tamil Nadu,835803,4736,818742,12325
23384,28/01/2021,Tamil Nadu,836315,4676,819306,12333
23385,29/01/2021,Tamil Nadu,836818,4629,819850,12339
23386,30/01/2021,Tamil Nadu,837327,4601,820381,12345
23387,31/01/2021,Tamil Nadu,837832,4575,820907,12350
23388,01/02/2021,Tamil Nadu,838340,4554,821430,12356
23389,02/02/2021,Tamil Nadu,838842,4532,821947,12363
23390,03/02/2021,Tamil Nadu,839352,4517,822468,12367
23391,04/02/2021,Tamil Nadu,839866,4494,823001,12371
23392,05/02/2021,Tamil Nadu,840360,4467,823518,12375
23393,06/02/2021,Tamil Nadu,840849,4446,824024,12379
23394,07/02/2021,Tamil Nadu,841326,4417,824527,12382
23395,08/02/2021,Tamil Nadu,841797,4389,825025,12383
23396,09/02/2021,Tamil Nadu,842261,4354,825520,12387
23397,10/02/2021,Tamil Nadu,842730,4328,826011,12391
23398,11/02/2021,Tamil Nadu,843209,4309,826504,12396
23399,12/02/2021,Tamil Nadu,843690,4294,826994,12402
23400,13/02/2021,Tamil Nadu,844173,4285,827480,12408
23401,14/02/2021,Tamil Nadu,844650,4275,827962,12413
23402,15/02/2021,Tamil Nadu,845120,4260,828441,12419
23403,16/02/2021,Tamil Nadu,845575,4232,828918,12425
23404,17/02/2021,Tamil Nadu,846026,4206,829388,12432
23405,18/02/2021,Tamil Nadu,846480,4192,829850,12438
23406,19/02/2021,Tamil Nadu,846937,4173,830320,12444
23407,20/02/2021,Tamil Nadu,847385,4147,830787,12451
23408,21/02/2021,Tamil Nadu,847823,4120,831246,12457
23409,22/02/2021,Tamil Nadu,848275,4109,831706,12460
23410,23/02/2021,Tamil Nadu,848724,4091,832167,12466
23411,24/02/2021,Tamil Nadu,849166,4074,832620,12472
23412,25/02/2021,Tamil Nadu,849629,4062,833089,12478
23413,26/02/2021,Tamil Nadu,850096,4053,833560,12483
23414,27/02/2021,Tamil Nadu,850577,4046,834043,12488
23415,01/03/2021,Tamil Nadu,851542,4022,835024,12496
23416,02/03/2021,Tamil Nadu,852016,4009,835506,12501
23417,03/03/2021,Tamil Nadu,852478,3997,835979,12502
23418,04/03/2021,Tamil Nadu,852967,3990,836473,12504
23419,06/03/2021,Tamil Nadu,853992,3954,837525,12513
23420,07/03/2021,Tamil Nadu,854554,3952,838085,12517
23421,08/03/2021,Tamil Nadu,855121,3997,838606,12518
23422,09/03/2021,Tamil Nadu,855677,4018,839138,12521
23423,10/03/2021,Tamil Nadu,856246,4073,839648,12525
23424,11/03/2021,Tamil Nadu,856917,4207,840180,12530
23425,13/03/2021,Tamil Nadu,858272,4483,841250,12539
23426,14/03/2021,Tamil Nadu,858967,4662,841762,12543
23427,15/03/2021,Tamil Nadu,859726,4870,842309,12547
23428,16/03/2021,Tamil Nadu,860562,5149,842862,12551
23429,17/03/2021,Tamil Nadu,861429,5450,843423,12556
23430,18/03/2021,Tamil Nadu,862374,5811,843999,12564
23431,19/03/2021,Tamil Nadu,863363,6222,844568,12573
23432,20/03/2021,Tamil Nadu,864450,6690,845178,12582
23433,21/03/2021,Tamil Nadu,865693,7291,845812,12590
23434,22/03/2021,Tamil Nadu,866982,7903,846480,12599
23435,23/03/2021,Tamil Nadu,868367,8619,847139,12609
23436,24/03/2021,Tamil Nadu,869804,9145,848041,12618
23437,25/03/2021,Tamil Nadu,871440,9746,849064,12630
23438,27/03/2021,Tamil Nadu,875190,11318,851222,12650
23439,28/03/2021,Tamil Nadu,877279,12157,852463,12659
23440,29/03/2021,Tamil Nadu,879473,13070,853733,12670
23441,30/03/2021,Tamil Nadu,881752,13983,855085,12684
23442,31/03/2021,Tamil Nadu,884094,14846,856548,12700
23443,01/04/2021,Tamil Nadu,886673,15879,858075,12719
23444,02/04/2021,Tamil Nadu,889490,17043,859709,12738
23445,03/04/2021,Tamil Nadu,892780,18606,861424,12750
23446,04/04/2021,Tamil Nadu,896226,20204,863258,12764
23447,05/04/2021,Tamil Nadu,899807,21958,865071,12778
23448,06/04/2021,Tamil Nadu,903479,23777,866913,12789
23449,07/04/2021,Tamil Nadu,907124,25598,868722,12804
23450,08/04/2021,Tamil Nadu,911110,27743,870546,12821
23451,09/04/2021,Tamil Nadu,915386,30131,872415,12840
23452,10/04/2021,Tamil Nadu,920827,33659,874305,12863
23453,11/04/2021,Tamil Nadu,926816,37673,876257,12886
23454,12/04/2021,Tamil Nadu,933434,41955,878571,12908
23455,13/04/2021,Tamil Nadu,940145,46308,880910,12927
23456,14/04/2021,Tamil Nadu,947129,49985,884199,12945
23457,15/04/2021,Tamil Nadu,954948,54315,887663,12970
23458,16/04/2021,Tamil Nadu,962935,58097,891839,12999
23459,17/04/2021,Tamil Nadu,971384,61593,896759,13032
23460,18/04/2021,Tamil Nadu,980728,65635,902022,13071
23461,19/04/2021,Tamil Nadu,991451,70391,907947,13113
23462,20/04/2021,Tamil Nadu,1002392,75116,914119,13157
23463,21/04/2021,Tamil Nadu,1013378,79804,920369,13205
23464,22/04/2021,Tamil Nadu,1025059,84361,927440,13258
23465,23/04/2021,Tamil Nadu,1037711,89428,934966,13317
23466,24/04/2021,Tamil Nadu,1051487,95048,943044,13395
23467,25/04/2021,Tamil Nadu,1066329,100668,952186,13475
23468,26/04/2021,Tamil Nadu,1081988,105180,963251,13557
23469,27/04/2021,Tamil Nadu,1097672,107145,976876,13651
23470,28/04/2021,Tamil Nadu,1113502,108855,990919,13728
23471,29/04/2021,Tamil Nadu,1130167,110308,1006033,13826
23472,30/04/2021,Tamil Nadu,1148064,112556,1021575,13933
23473,01/05/2021,Tamil Nadu,1166756,115128,1037582,14046
23474,02/05/2021,Tamil Nadu,1186344,117405,1054746,14193
23475,03/05/2021,Tamil Nadu,1207112,120444,1072322,14346
23476,04/05/2021,Tamil Nadu,1228064,123258,1090338,14468
23477,05/05/2021,Tamil Nadu,1249292,125230,1109450,14612
23478,06/05/2021,Tamil Nadu,1272602,128311,1129512,14779
23479,07/05/2021,Tamil Nadu,1297500,131468,1151058,14974
23480,08/05/2021,Tamil Nadu,1323965,135355,1173439,15171
23481,09/05/2021,Tamil Nadu,1351362,139401,1196549,15412
23482,10/05/2021,Tamil Nadu,1380259,144547,1220064,15648
23483,11/05/2021,Tamil Nadu,1409237,152389,1240968,15880
23484,12/05/2021,Tamil Nadu,1438509,162181,1260150,16178
23485,13/05/2021,Tamil Nadu,1468864,172735,1279658,16471
23486,14/05/2021,Tamil Nadu,1468864,172735,1279658,16471
23487,15/05/2021,Tamil Nadu,1499485,183772,1298945,16768
23488,16/05/2021,Tamil Nadu,1565035,207789,1339887,17359
23489,17/05/2021,Tamil Nadu,1598216,219342,1361204,17670
23490,18/05/2021,Tamil Nadu,1631291,231596,1381690,18005
23491,19/05/2021,Tamil Nadu,1664350,242929,1403052,18369
23492,20/05/2021,Tamil Nadu,1699225,253576,1426915,18734
23493,21/05/2021,Tamil Nadu,1734804,263390,1452283,19131
23494,22/05/2021,Tamil Nadu,1770988,274629,1476761,19598
23495,23/05/2021,Tamil Nadu,1806861,284278,1502537,20046
23496,24/05/2021,Tamil Nadu,1842344,294143,1527733,20468
23497,25/05/2021,Tamil Nadu,1877211,301580,1554759,20872
23498,26/05/2021,Tamil Nadu,1911496,306652,1583504,21340
23499,27/05/2021,Tamil Nadu,1945260,310224,1613221,21815
23500,28/05/2021,Tamil Nadu,1978621,313048,1643284,22289
23501,30/05/2021,Tamil Nadu,2039716,310157,1706298,23261
23502,31/05/2021,Tamil Nadu,2068580,305546,1739280,23754
23503,01/06/2021,Tamil Nadu,2096516,301781,1770503,24232
23504,02/06/2021,Tamil Nadu,2123029,296131,1802176,24722
23505,03/06/2021,Tamil Nadu,2148346,288702,1834439,25205
23506,04/06/2021,Tamil Nadu,2172751,280426,1866660,25665
23507,05/06/2021,Tamil Nadu,2195402,268968,1900306,26128
23508,06/06/2021,Tamil Nadu,2216812,257463,1932778,26571
23509,07/06/2021,Tamil Nadu,2237233,244289,1965939,27005
23510,08/06/2021,Tamil Nadu,2256681,232026,1997299,27356
23511,09/06/2021,Tamil Nadu,2274704,218595,2028344,27765
23512,10/06/2021,Tamil Nadu,2292025,204258,2059597,28170
23513,11/06/2021,Tamil Nadu,2308838,188664,2091646,28528
23514,12/06/2021,Tamil Nadu,2324597,174802,2120889,28906
23515,13/06/2021,Tamil Nadu,2339705,162073,2148352,29280
23516,14/06/2021,Tamil Nadu,2353721,149927,2174247,29547
23517,15/06/2021,Tamil Nadu,2366493,136884,2199808,29801
23518,16/06/2021,Tamil Nadu,2378298,125215,2223015,30068
23519,17/06/2021,Tamil Nadu,2388746,114335,2244073,30338
23520,18/06/2021,Tamil Nadu,2397864,100523,2266793,30548
23521,19/06/2021,Tamil Nadu,2406497,89009,2286653,30835
23522,20/06/2021,Tamil Nadu,2414680,78780,2304885,31015
23523,21/06/2021,Tamil Nadu,2422497,69372,2321928,31197
23524,22/06/2021,Tamil Nadu,2429924,61329,2337209,31386
23525,23/06/2021,Tamil Nadu,2436819,56886,2348353,31580
23526,25/06/2021,Tamil Nadu,2449577,49845,2367831,31901
23527,26/06/2021,Tamil Nadu,2455332,47318,2375963,32051
23528,27/06/2021,Tamil Nadu,2460747,44924,2383624,32199
23529,28/06/2021,Tamil Nadu,2465874,42801,2390783,32290
23530,29/06/2021,Tamil Nadu,2470678,40954,2397336,32388
23531,30/06/2021,Tamil Nadu,2475190,39335,2403349,32506
23532,01/07/2021,Tamil Nadu,2479696,38191,2408886,32619
23533,02/07/2021,Tamil Nadu,2484177,37526,2413930,32721
23534,03/07/2021,Tamil Nadu,2488407,36707,2418882,32818
23535,04/07/2021,Tamil Nadu,2492420,35881,2423606,32933
23536,05/07/2021,Tamil Nadu,2496287,35294,2427988,33005
23537,06/07/2021,Tamil Nadu,2500002,34926,2432017,33059
23538,07/07/2021,Tamil Nadu,2503481,34477,2435872,33132
23539,08/07/2021,Tamil Nadu,2506848,34076,2439576,33196
23540,09/07/2021,Tamil Nadu,2510059,33665,2443141,33253
23541,10/07/2021,Tamil Nadu,2513098,33224,2446552,33322
23542,11/07/2021,Tamil Nadu,2516011,32767,2449873,33371
23543,12/07/2021,Tamil Nadu,2518786,32307,2453061,33418
23544,13/07/2021,Tamil Nadu,2521438,31819,2456165,33454
23545,14/07/2021,Tamil Nadu,2523943,31218,2459223,33502
23546,15/07/2021,Tamil Nadu,2526401,30600,2462244,33557
23547,16/07/2021,Tamil Nadu,2528806,29950,2465250,33606
23548,17/07/2021,Tamil Nadu,2531118,29230,2468236,33652
23549,18/07/2021,Tamil Nadu,2533323,28590,2471038,33695
23550,19/07/2021,Tamil Nadu,2535402,27897,2473781,33724
23551,21/07/2021,Tamil Nadu,2539277,26717,2478778,33782
23552,22/07/2021,Tamil Nadu,2541168,26158,2481201,33809
23553,26/07/2021,Tamil Nadu,2548497,23364,2491222,33911
23554,27/07/2021,Tamil Nadu,2550282,22762,2493583,33937
23555,28/07/2021,Tamil Nadu,2552049,22188,2495895,33966
23556,29/07/2021,Tamil Nadu,2553805,21521,2498289,33995
23557,30/07/2021,Tamil Nadu,2555664,21207,2500434,34023
23558,31/07/2021,Tamil Nadu,2557611,20934,2502627,34050
23559,01/08/2021,Tamil Nadu,2559597,20716,2504805,34076
23560,02/08/2021,Tamil Nadu,2561587,20524,2506961,34102
23561,03/08/2021,Tamil Nadu,2563544,20385,2509029,34130
23562,04/08/2021,Tamil Nadu,2565452,20217,2511076,34159
23563,05/08/2021,Tamil Nadu,2567401,20117,2513087,34197
23564,06/08/2021,Tamil Nadu,2569398,20138,2515030,34230
23565,07/08/2021,Tamil Nadu,2571383,20185,2516938,34260
23566,08/08/2021,Tamil Nadu,2573352,20286,2518777,34289
23567,09/08/2021,Tamil Nadu,2575308,20407,2520584,34317
23568,10/08/2021,Tamil Nadu,2577237,20427,2522470,34340
23569,11/08/2021,Tamil Nadu,2579130,20363,2524400,34367
23570,12/08/2021,Tamil Nadu,2581094,20382,2526317,34395
23571,13/08/2021,Tamil Nadu,2583036,20399,2528209,34428
23572,14/08/2021,Tamil Nadu,2584969,20411,2530096,34462
23573,15/08/2021,Tamil Nadu,2586885,20427,2531962,34496
23574,16/08/2021,Tamil Nadu,2588781,20458,2533804,34519
23575,17/08/2021,Tamil Nadu,2590632,20370,2535715,34547
23576,18/08/2021,Tamil Nadu,2592436,20225,2537632,34579
23577,19/08/2021,Tamil Nadu,2594233,20083,2539540,34610
23578,20/08/2021,Tamil Nadu,2595935,19864,2541432,34639
23579,21/08/2021,Tamil Nadu,2597603,19621,2543319,34663
23580,22/08/2021,Tamil Nadu,2599255,19391,2545178,34686
23581,23/08/2021,Tamil Nadu,2600885,19171,2547005,34709
23582,24/08/2021,Tamil Nadu,2602489,18887,2548868,34734
23583,25/08/2021,Tamil Nadu,2604074,18603,2550710,34761
23584,26/08/2021,Tamil Nadu,2605647,18352,2552507,34788
23585,27/08/2021,Tamil Nadu,2607206,18069,2554323,34814
23586,28/08/2021,Tamil Nadu,2608748,17797,2556116,34835
23587,29/08/2021,Tamil Nadu,2610299,17559,2557884,34856
23588,30/08/2021,Tamil Nadu,2611837,17322,2559637,34878
23589,31/08/2021,Tamil Nadu,2613360,17085,2561376,34899
23590,01/09/2021,Tamil Nadu,2614872,16850,2563101,34921
23591,02/09/2021,Tamil Nadu,2616381,16620,2564820,34941
23592,03/09/2021,Tamil Nadu,2617943,16478,2566504,34961
23593,04/09/2021,Tamil Nadu,2619511,16370,2568161,34980
23594,05/09/2021,Tamil Nadu,2621086,16315,2569771,35000
23595,06/09/2021,Tamil Nadu,2622678,16282,2571378,35018
23596,07/09/2021,Tamil Nadu,2627365,16180,2576112,35073
23597,08/09/2021,Tamil Nadu,2625778,16205,2574518,35055
23598,09/09/2021,Tamil Nadu,2627365,16180,2576112,35073
23599,10/09/2021,Tamil Nadu,2630592,16304,2579169,35119
23600,11/09/2021,Tamil Nadu,2632231,16399,2580686,35146
23601,12/09/2021,Tamil Nadu,2632231,16399,2580686,35146
23602,13/09/2021,Tamil Nadu,2633839,16473,2582198,35168
23603,14/09/2021,Tamil Nadu,2635419,16522,2583707,35190
23604,15/09/2021,Tamil Nadu,2637010,16549,2585244,35217
23605,16/09/2021,Tamil Nadu,2638668,16636,2586786,35246
23606,18/09/2021,Tamil Nadu,2642030,16843,2589899,35288
23607,19/09/2021,Tamil Nadu,2643683,16893,2591480,35310
23608,20/09/2021,Tamil Nadu,2645380,16969,2593074,35337
23609,21/09/2021,Tamil Nadu,2647041,16984,2594697,35360
23610,22/09/2021,Tamil Nadu,2648688,16993,2596316,35379
23611,23/09/2021,Tamil Nadu,2650370,17027,2597943,35400
23612,24/09/2021,Tamil Nadu,2652115,17121,2599567,35427
23613,25/09/2021,Tamil Nadu,2653848,17196,2601198,35454
23614,26/09/2021,Tamil Nadu,2655572,17263,2602833,35476
23615,27/09/2021,Tamil Nadu,2657266,17285,2604491,35490
23616,28/09/2021,Tamil Nadu,2658923,17261,2606153,35509
23617,29/09/2021,Tamil Nadu,2660553,17231,2607796,35526
23618,30/09/2021,Tamil Nadu,2662177,17192,2609435,35550
23619,01/10/2021,Tamil Nadu,2663789,17150,2611061,35578
23620,02/10/2021,Tamil Nadu,2665386,17099,2612684,35603
23621,03/10/2021,Tamil Nadu,2666964,17046,2614291,35627
23622,04/10/2021,Tamil Nadu,2668495,16972,2615873,35650
23623,05/10/2021,Tamil Nadu,2669962,16864,2617432,35666
23624,06/10/2021,Tamil Nadu,2671411,16749,2618980,35682
23625,07/10/2021,Tamil Nadu,2672843,16637,2620499,35707
23626,08/10/2021,Tamil Nadu,2674233,16513,2621986,35734
23627,09/10/2021,Tamil Nadu,2675592,16379,2623459,35754
23628,10/10/2021,Tamil Nadu,2676936,16252,2624916,35768
23629,11/10/2021,Tamil Nadu,2678265,16130,2626352,35783
23630,12/10/2021,Tamil Nadu,2679568,15992,2627780,35796
23631,13/10/2021,Tamil Nadu,2680857,15842,2629201,35814
23632,14/10/2021,Tamil Nadu,2682137,15650,2630654,35833
23633,15/10/2021,Tamil Nadu,2683396,15451,2632092,35853
23634,16/10/2021,Tamil Nadu,2684641,15238,2633534,35869
23635,17/10/2021,Tamil Nadu,2685874,15022,2634968,35884
23636,18/10/2021,Tamil Nadu,2687092,14814,2636379,35899
23637,19/10/2021,Tamil Nadu,2688284,14570,2637802,35912
23638,20/10/2021,Tamil Nadu,2689463,14326,2639209,35928
23639,21/10/2021,Tamil Nadu,2690633,14058,2640627,35948
23640,22/10/2021,Tamil Nadu,2691797,13790,2642039,35968
23641,23/10/2021,Tamil Nadu,2692949,13531,2643431,35987
23642,24/10/2021,Tamil Nadu,2694089,13280,2644805,36004
23643,25/10/2021,Tamil Nadu,2695216,13034,2646163,36019
23644,26/10/2021,Tamil Nadu,2696328,12791,2647504,36033
23645,27/10/2021,Tamil Nadu,2697418,12540,2648830,36048
23646,28/10/2021,Tamil Nadu,2698493,12288,2650145,36060
23647,29/10/2021,Tamil Nadu,2699554,12051,2651431,36072
23648,30/10/2021,Tamil Nadu,2700593,11850,2652660,36083
23649,31/10/2021,Tamil Nadu,2701614,11685,2653832,36097
23650,01/11/2021,Tamil Nadu,2702623,11492,2655015,36116
23651,02/11/2021,Tamil Nadu,2703613,11309,2656168,36136
23652,04/11/2021,Tamil Nadu,2705548,11012,2658360,36176
23653,05/11/2021,Tamil Nadu,2706493,10895,2659407,36191
23654,06/11/2021,Tamil Nadu,2707368,10745,2660419,36204
23655,07/11/2021,Tamil Nadu,2708230,10588,2661428,36214
23656,08/11/2021,Tamil Nadu,2709080,10474,2662386,36220
23657,09/11/2021,Tamil Nadu,2709921,10372,2663323,36226
23658,10/11/2021,Tamil Nadu,2710756,10271,2664247,36238
23659,11/11/2021,Tamil Nadu,2711584,10159,2665178,36247
23660,12/11/2021,Tamil Nadu,2712404,10013,2666140,36251
23661,14/11/2021,Tamil Nadu,2714025,9751,2668001,36273
23662,15/11/2021,Tamil Nadu,2714830,9616,2668930,36284
23663,16/11/2021,Tamil Nadu,2715632,9488,2669848,36296
23664,17/11/2021,Tamil Nadu,2716421,9349,2670761,36311
23665,18/11/2021,Tamil Nadu,2717203,9211,2671668,36324
23666,19/11/2021,Tamil Nadu,2672564,-36336,2672564,36336
23667,20/11/2021,Tamil Nadu,2718750,8953,2673448,36349
23668,22/11/2021,Tamil Nadu,2720271,8722,2675174,36375
23669,23/11/2021,Tamil Nadu,2721021,8616,2676017,36388
23670,24/11/2021,Tamil Nadu,2721762,8536,2676825,36401
23671,25/11/2021,Tamil Nadu,2722506,8484,2677607,36415
23672,26/11/2021,Tamil Nadu,2723245,8442,2678371,36432
23673,27/11/2021,Tamil Nadu,2723991,8418,2679130,36443
23674,28/11/2021,Tamil Nadu,2724731,8382,2679895,36454
23675,29/11/2021,Tamil Nadu,2725467,8337,2680667,36463
23676,30/11/2021,Tamil Nadu,2726197,8291,2681434,36472
23677,02/12/2021,Tamil Nadu,2727635,8200,2682943,36492
