S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
12351,21/04/2021,Karnataka,1198644,159177,1025821,13646
12352,22/04/2021,Karnataka,1222202,176207,1032233,13762
12353,23/04/2021,Karnataka,1247997,196255,1037857,13885
12354,24/04/2021,Karnataka,1274959,214330,1046554,14075
12355,25/04/2021,Karnataka,1304397,234502,1055612,14283
12356,26/04/2021,Karnataka,1339201,262181,1062594,14426
12357,27/04/2021,Karnataka,1368945,281061,1073257,14627
12358,28/04/2021,Karnataka,1400775,301918,1084050,14807
12359,29/04/2021,Karnataka,1439822,328903,1095883,15036
12360,30/04/2021,Karnataka,1474846,349515,1110025,15306
12361,01/05/2021,Karnataka,1523142,382710,1124909,15523
12362,02/05/2021,Karnataka,1564132,405088,1143250,15794
12363,03/05/2021,Karnataka,1601865,421456,1164398,16011
12364,04/05/2021,Karnataka,1646303,444754,1185299,16250
12365,05/05/2021,Karnataka,1690934,464383,1210013,16538
12366,06/05/2021,Karnataka,1741046,487308,1236854,16884
12367,07/05/2021,Karnataka,1790104,517095,1255797,17212
12368,08/05/2021,Karnataka,1838885,536661,1284420,17804
12369,09/05/2021,Karnataka,1886448,548861,1319301,18286
12370,10/05/2021,Karnataka,1934378,564505,1351097,18776
12371,11/05/2021,Karnataka,1973683,571026,1383285,19372
12372,12/05/2021,Karnataka,2013193,587472,1405869,19852
12373,13/05/2021,Karnataka,2053191,592202,1440621,20368
12374,14/05/2021,Karnataka,2053191,592202,1440621,20368
12375,15/05/2021,Karnataka,2088488,593098,1474678,20712
12376,16/05/2021,Karnataka,2171931,605515,1544982,21434
12377,17/05/2021,Karnataka,2203462,600168,1581457,21837
12378,18/05/2021,Karnataka,2242065,603660,1616092,22313
12379,19/05/2021,Karnataka,2272374,575049,1674487,22838
12380,20/05/2021,Karnataka,2306655,558911,1724438,23306
12381,21/05/2021,Karnataka,2335524,534975,1776695,23854
12382,22/05/2021,Karnataka,2367742,514259,1829276,24207
12383,23/05/2021,Karnataka,2398925,483225,1891042,24658
12384,24/05/2021,Karnataka,2424904,473007,1926615,25282
12385,25/05/2021,Karnataka,2450215,440456,1983948,25811
12386,26/05/2021,Karnataka,2472973,424402,2022172,26399
12387,27/05/2021,Karnataka,2499784,409945,2062910,26929
12388,28/05/2021,Karnataka,2523998,402224,2094369,27405
12389,30/05/2021,Karnataka,2567449,350087,2189064,28298
12390,31/05/2021,Karnataka,2587827,342031,2217117,28679
12391,01/06/2021,Karnataka,2604431,313751,2261590,29090
12392,02/06/2021,Karnataka,2618735,298320,2290861,29554
12393,03/06/2021,Karnataka,2635122,293045,2312060,30017
12394,04/06/2021,Karnataka,2653446,286819,2336096,30531
12395,05/06/2021,Karnataka,2669514,280207,2358412,30895
12396,06/06/2021,Karnataka,2683314,268296,2383758,31260
12397,07/06/2021,Karnataka,2695523,254526,2409417,31580
12398,08/06/2021,Karnataka,2707481,238845,2436716,31920
12399,09/06/2021,Karnataka,2717289,225025,2460165,32099
12400,10/06/2021,Karnataka,2728248,215546,2480411,32291
12401,11/06/2021,Karnataka,2739290,210673,2496132,32485
12402,12/06/2021,Karnataka,2747539,203790,2511105,32644
12403,13/06/2021,Karnataka,2757324,191817,2532719,32788
12404,14/06/2021,Karnataka,2765134,180856,2551365,32913
12405,15/06/2021,Karnataka,2771969,172162,2566774,33033
12406,16/06/2021,Karnataka,2777010,162303,2581559,33148
12407,17/06/2021,Karnataka,2784355,151587,2599472,33296
12408,18/06/2021,Karnataka,2790338,146747,2610157,33434
12409,19/06/2021,Karnataka,2796121,137072,2625447,33602
12410,20/06/2021,Karnataka,2801936,130894,2637279,33763
12411,21/06/2021,Karnataka,2806453,126835,2645735,33883
12412,22/06/2021,Karnataka,2811320,123156,2654139,34025
12413,23/06/2021,Karnataka,2815029,118615,2662250,34164
12414,25/06/2021,Karnataka,2823444,110546,2678473,34425
12415,26/06/2021,Karnataka,2826754,107218,2684997,34539
12416,27/06/2021,Karnataka,2831026,105249,2691123,34654
12417,28/06/2021,Karnataka,2834630,101065,2698822,34743
12418,29/06/2021,Karnataka,2837206,97615,2704755,34836
12419,30/06/2021,Karnataka,2840428,86020,2719479,34929
12420,01/07/2021,Karnataka,2843810,76528,2732242,35040
12421,02/07/2021,Karnataka,2847013,65335,2746544,35134
12422,03/07/2021,Karnataka,2849997,53894,2760881,35222
12423,04/07/2021,Karnataka,2852079,48139,2768632,35308
12424,05/07/2021,Karnataka,2853643,44869,2773407,35367
12425,06/07/2021,Karnataka,2856491,42019,2779038,35434
12426,07/07/2021,Karnataka,2859595,40039,2784030,35526
12427,08/07/2021,Karnataka,2862338,39626,2787111,35601
12428,09/07/2021,Karnataka,2864868,38752,2790453,35663
12429,10/07/2021,Karnataka,2867158,37929,2793498,35731
12430,11/07/2021,Karnataka,2869320,37164,2796377,35779
12431,12/07/2021,Karnataka,2871298,36760,2798703,35835
12432,13/07/2021,Karnataka,2872684,34881,2801907,35896
12433,14/07/2021,Karnataka,2874597,34257,2804396,35944
12434,15/07/2021,Karnataka,2876587,33665,2806933,35989
12435,16/07/2021,Karnataka,2878564,32406,2810121,36037
12436,17/07/2021,Karnataka,2880370,31422,2812869,36079
12437,18/07/2021,Karnataka,2882239,30105,2816013,36121
12438,19/07/2021,Karnataka,2883947,29314,2818476,36157
12439,21/07/2021,Karnataka,2886702,26279,2824197,36226
12440,22/07/2021,Karnataka,2888341,25668,2826411,36262
12441,26/07/2021,Karnataka,2894557,23442,2834741,36374
12442,27/07/2021,Karnataka,2896163,23080,2836678,36405
12443,28/07/2021,Karnataka,2897664,22510,2838717,36437
12444,29/07/2021,Karnataka,2899195,22592,2840147,36456
12445,30/07/2021,Karnataka,2901247,23277,2841479,36491
12446,31/07/2021,Karnataka,2903137,23502,2843110,36525
12447,01/08/2021,Karnataka,2905124,23820,2844742,36562
12448,02/08/2021,Karnataka,2906999,24168,2846244,36587
12449,03/08/2021,Karnataka,2908284,24045,2847627,36612
12450,04/08/2021,Karnataka,2909958,24305,2849003,36650
12451,05/08/2021,Karnataka,2911727,24330,2850717,36680
12452,06/08/2021,Karnataka,2913512,24439,2852368,36705
12453,07/08/2021,Karnataka,2915317,24354,2854222,36741
12454,08/08/2021,Karnataka,2916927,24292,2855862,36773
12455,09/08/2021,Karnataka,2918525,23956,2857776,36793
12456,10/08/2021,Karnataka,2919711,23342,2859552,36817
12457,11/08/2021,Karnataka,2921049,22702,2861499,36848
12458,12/08/2021,Karnataka,2922875,22877,2863117,36881
12459,13/08/2021,Karnataka,2924732,22754,2865067,36911
12460,14/08/2021,Karnataka,2926401,22729,2866739,36933
12461,15/08/2021,Karnataka,2928033,22724,2868351,36958
12462,16/08/2021,Karnataka,2929464,22523,2869962,36979
12463,17/08/2021,Karnataka,2930529,22074,2871448,37007
12464,18/08/2021,Karnataka,2931827,21507,2873281,37039
12465,19/08/2021,Karnataka,2933192,21292,2874839,37061
12466,20/08/2021,Karnataka,2934624,21159,2876377,37088
12467,21/08/2021,Karnataka,2936077,21187,2877785,37105
12468,22/08/2021,Karnataka,2937427,20871,2879433,37123
12469,23/08/2021,Karnataka,2938616,20582,2880889,37145
12470,24/08/2021,Karnataka,2939767,20281,2882331,37155
12471,25/08/2021,Karnataka,2941026,19810,2884032,37184
12472,26/08/2021,Karnataka,2942250,19344,2885700,37206
12473,27/08/2021,Karnataka,2943463,19326,2886906,37231
12474,28/08/2021,Karnataka,2944764,18996,2888520,37248
12475,29/08/2021,Karnataka,2945993,18923,2889809,37261
12476,30/08/2021,Karnataka,2947255,18784,2891193,37278
12477,31/08/2021,Karnataka,2948228,18418,2892517,37293
12478,01/09/2021,Karnataka,2949445,18412,2893715,37318
12479,02/09/2021,Karnataka,2950604,18438,2894827,37339
12480,03/09/2021,Karnataka,2951844,18404,2896079,37361
12481,04/09/2021,Karnataka,2953064,18430,2897254,37380
12482,05/09/2021,Karnataka,2954047,17772,2898874,37401
12483,06/09/2021,Karnataka,2955164,17527,2900228,37409
12484,07/09/2021,Karnataka,2958090,17085,2903547,37458
12485,08/09/2021,Karnataka,2956988,17458,2902089,37441
12486,09/09/2021,Karnataka,2958090,17085,2903547,37458
12487,10/09/2021,Karnataka,2960104,17028,2905604,37472
12488,11/09/2021,Karnataka,2960905,16672,2906746,37487
12489,12/09/2021,Karnataka,2960932,16699,2906746,37487
12490,13/09/2021,Karnataka,2961735,16683,2907548,37504
12491,14/09/2021,Karnataka,2962408,16269,2908622,37517
12492,15/09/2021,Karnataka,2962967,15782,2909656,37529
12493,16/09/2021,Karnataka,2964083,15920,2910626,37537
12494,18/09/2021,Karnataka,2966194,15988,2912633,37573
12495,19/09/2021,Karnataka,2967083,15783,2913713,37587
12496,20/09/2021,Karnataka,2967866,15411,2914852,37603
12497,21/09/2021,Karnataka,2968543,14386,2916530,37627
12498,22/09/2021,Karnataka,2969361,13769,2917944,37648
12499,23/09/2021,Karnataka,2970208,13650,2918890,37668
12500,24/09/2021,Karnataka,2971044,13619,2919742,37683
12501,25/09/2021,Karnataka,2971833,13335,2920792,37706
12502,26/09/2021,Karnataka,2972620,13336,2921567,37717
12503,27/09/2021,Karnataka,2973395,13242,2922427,37726
12504,28/09/2021,Karnataka,2973899,12833,2923320,37746
12505,29/09/2021,Karnataka,2974528,12663,2924102,37763
12506,30/09/2021,Karnataka,2975067,12594,2924693,37780
12507,01/10/2021,Karnataka,2976000,12809,2925397,37794
12508,02/10/2021,Karnataka,2976589,12498,2926284,37807
12509,03/10/2021,Karnataka,2977225,12385,2927029,37811
12510,04/10/2021,Karnataka,2977889,12330,2927740,37819
12511,05/10/2021,Karnataka,2978286,12021,2928433,37832
12512,06/10/2021,Karnataka,2978808,11955,2929008,37845
12513,07/10/2021,Karnataka,2979331,11848,2929629,37854
12514,08/10/2021,Karnataka,2979773,11648,2930264,37861
12515,09/10/2021,Karnataka,2980170,11437,2930867,37866
12516,10/10/2021,Karnataka,2980621,10424,2932322,37875
12517,11/10/2021,Karnataka,2981027,10183,2932959,37885
12518,12/10/2021,Karnataka,2981400,9935,2933570,37895
12519,13/10/2021,Karnataka,2981732,9741,2934085,37906
12520,14/10/2021,Karnataka,2982089,9650,2934523,37916
12521,15/10/2021,Karnataka,2982399,9607,2934870,37922
12522,16/10/2021,Karnataka,2982869,9700,2935238,37931
12523,17/10/2021,Karnataka,2983133,9537,2935659,37937
12524,18/10/2021,Karnataka,2983459,9479,2936039,37941
12525,19/10/2021,Karnataka,2983673,9193,2936527,37953
12526,20/10/2021,Karnataka,2984022,9129,2936926,37967
12527,21/10/2021,Karnataka,2984484,9103,2937405,37976
12528,22/10/2021,Karnataka,2984849,9017,2937848,37984
12529,23/10/2021,Karnataka,2985227,8920,2938312,37995
12530,24/10/2021,Karnataka,2985598,8943,2938653,38002
12531,25/10/2021,Karnataka,2985986,8740,2939239,38007
12532,26/10/2021,Karnataka,2986276,8612,2939647,38017
12533,27/10/2021,Karnataka,2986553,8539,2939990,38024
12534,28/10/2021,Karnataka,2986835,8459,2940339,38037
12535,29/10/2021,Karnataka,2987313,8586,2940673,38054
12536,30/10/2021,Karnataka,2987694,8655,2940978,38061
12537,31/10/2021,Karnataka,2988041,8737,2941233,38071
12538,01/11/2021,Karnataka,2988333,8673,2941578,38082
12539,02/11/2021,Karnataka,2988521,8541,2941896,38084
12540,04/11/2021,Karnataka,2989014,8335,2942588,38091
12541,05/11/2021,Karnataka,2989275,8296,2942884,38095
12542,06/11/2021,Karnataka,2989489,8217,2943170,38102
12543,07/11/2021,Karnataka,2989713,8119,2943487,38107
12544,08/11/2021,Karnataka,2989952,8031,2943809,38112
12545,09/11/2021,Karnataka,2990235,8018,2944099,38118
12546,10/11/2021,Karnataka,2990528,7984,2944422,38122
12547,11/11/2021,Karnataka,2990856,8056,2944669,38131
12548,12/11/2021,Karnataka,2991142,8046,2944958,38138
12549,14/11/2021,Karnataka,2991614,8056,2945415,38143
12550,15/11/2021,Karnataka,2991850,8026,2945679,38145
12551,16/11/2021,Karnataka,2992021,7941,2945934,38146
12552,17/11/2021,Karnataka,2992276,7522,2946601,38153
12553,18/11/2021,Karnataka,2992584,7438,2946985,38161
12554,19/11/2021,Karnataka,2947354,-38165,2947354,38165
12555,20/11/2021,Karnataka,2993139,7287,2947683,38169
12556,22/11/2021,Karnataka,2993599,7093,2948331,38175
12557,23/11/2021,Karnataka,2993777,6896,2948704,38177
12558,24/11/2021,Karnataka,2994001,6736,2949083,38182
12559,25/11/2021,Karnataka,2994255,6441,2949629,38185
12560,26/11/2021,Karnataka,2994561,6521,2949853,38187
12561,27/11/2021,Karnataka,2994963,6640,2950130,38193
12562,28/11/2021,Karnataka,2995285,6783,2950306,38196
12563,29/11/2021,Karnataka,2995600,6860,2950542,38198
12564,30/11/2021,Karnataka,2995857,6907,2950747,38203
12565,02/12/2021,Karnataka,2996470,6603,2951654,38213
12566,05/12/2021,Karnataka,2997643,7041,2952378,38224
12567,06/12/2021,Karnataka,2998099,7161,2952708,38230
12568,07/12/2021,Karnataka,2998400,7096,2953067,38237
12569,08/12/2021,Karnataka,2998699,7129,2953327,38243
12570,09/12/2021,Karnataka,2999098,7284,2953565,38249
12571,12/12/2021,Karnataka,3000105,7335,2954513,38257
12572,13/12/2021,Karnataka,3000435,7357,2954817,38261
12573,14/12/2021,Karnataka,3000671,7265,2955138,38268
12574,15/12/2021,Karnataka,3000934,7194,2955465,38275
12575,16/12/2021,Karnataka,3001251,7208,2955766,38277
12576,17/12/2021,Karnataka,3001554,7187,2956088,38279
12577,18/12/2021,Karnataka,3001792,7105,2956405,38282
12578,19/12/2021,Karnataka,3002127,7149,2956691,38287
12579,20/12/2021,Karnataka,3002427,7169,2956970,38288
12580,21/12/2021,Karnataka,3002649,7103,2957256,38290
12581,22/12/2021,Karnataka,3002944,7103,2957546,38295
12582,23/12/2021,Karnataka,3003265,7167,2957799,38299
12583,24/12/2021,Karnataka,3003564,7146,2958117,38301
12584,25/12/2021,Karnataka,3003969,7280,2958384,38305
12585,26/12/2021,Karnataka,3004239,7300,2958630,38309
12586,27/12/2021,Karnataka,3004587,7447,2958828,38312
12587,28/12/2021,Karnataka,3004876,7478,2959082,38316
12588,29/12/2021,Karnataka,3005232,7485,2959429,38318
12589,30/12/2021,Karnataka,3005798,7800,2959674,38324
12590,31/12/2021,Karnataka,3006505,8252,2959926,38327
12591,01/01/2022,Karnataka,3007337,8741,2960261,38335
12592,02/01/2022,Karnataka,3008370,9415,2960615,38340
12593,03/01/2022,Karnataka,3009557,10321,2960890,38346
12594,04/01/2022,Karnataka,3010847,11374,2961122,38351
12595,05/01/2022,Karnataka,3013326,13561,2961410,38355
12596,06/01/2022,Karnataka,3017572,17443,2961772,38357
12597,07/01/2022,Karnataka,3022603,22202,2962043,38358
12598,08/01/2022,Karnataka,3031052,30142,2962548,38362
12599,09/01/2022,Karnataka,3039958,38536,2963056,38366
12600,10/01/2022,Karnataka,3051958,49631,2963957,38370
12601,11/01/2022,Karnataka,3063656,60177,2965105,38374
12602,12/01/2022,Karnataka,3078129,73289,2966461,38379
12603,13/01/2022,Karnataka,3099519,93128,2968002,38389
12604,14/01/2022,Karnataka,3124524,115762,2970365,38397
12605,15/01/2022,Karnataka,3153247,141366,2973470,38411
12606,16/01/2022,Karnataka,3186040,169879,2977743,38418
12607,17/01/2022,Karnataka,3220087,198011,2983645,38431
12608,18/01/2022,Karnataka,3247243,217326,2991472,38445
12609,19/01/2022,Karnataka,3288700,250410,2999825,38465
12610,20/01/2022,Karnataka,3329199,267679,3023034,38486
12611,21/01/2022,Karnataka,3376953,293261,3045177,38515
12612,22/01/2022,Karnataka,3425002,323173,3063292,38537
12613,23/01/2022,Karnataka,3467472,330477,3098432,38563
12614,24/01/2022,Karnataka,3517682,357826,3121274,38582
12615,25/01/2022,Karnataka,3564108,362517,3162977,38614
12616,26/01/2022,Karnataka,3605508,350772,3216070,38666
12617,27/01/2022,Karnataka,3654413,357939,3257769,38705
12618,28/01/2022,Karnataka,3692496,328741,3325001,38754
12619,29/01/2022,Karnataka,3723694,288797,3396093,38804
12620,30/01/2022,Karnataka,3757031,252162,3465995,38874
12621,31/01/2022,Karnataka,3785295,251114,3495239,38942
12622,01/02/2022,Karnataka,3809467,244361,3526108,38998
12623,03/02/2022,Karnataka,3844338,177276,3627925,39137
12624,04/02/2022,Karnataka,3860774,148833,3672744,39197
12625,05/02/2022,Karnataka,3875724,123131,3713343,39250
12626,06/02/2022,Karnataka,3887733,109236,3739197,39300
12627,07/02/2022,Karnataka,3896158,97814,3758997,39347
12628,08/02/2022,Karnataka,3902309,87114,3775799,39396
12629,09/02/2022,Karnataka,3906761,72448,3794866,39447
12630,10/02/2022,Karnataka,3912100,60990,3811615,39495
12631,11/02/2022,Karnataka,3917119,52047,3825538,39534
12632,12/02/2022,Karnataka,3921095,44605,3836915,39575
12633,13/02/2022,Karnataka,3924297,38781,3845903,39613
12634,14/02/2022,Karnataka,3926669,35731,3851298,39640
12635,15/02/2022,Karnataka,3928237,31249,3857323,39665
12636,16/02/2022,Karnataka,3929642,26866,3863085,39691
12637,17/02/2022,Karnataka,3931536,23320,3868501,39715
12638,18/02/2022,Karnataka,3933115,19797,3873580,39738
12639,19/02/2022,Karnataka,3934448,16221,3878470,39757
12640,20/02/2022,Karnataka,3935585,13468,3882340,39777
12641,21/02/2022,Karnataka,3936586,12671,3884120,39795
12642,22/02/2022,Karnataka,3937265,11397,3886052,39816
12643,23/02/2022,Karnataka,3938032,10443,3887744,39845
12644,24/02/2022,Karnataka,3938699,9415,3889418,39866
12645,25/02/2022,Karnataka,3939287,8292,3891110,39885
12646,26/02/2022,Karnataka,3939915,7556,3892459,39900
12647,27/02/2022,Karnataka,3940429,6978,3893532,39919
12648,28/02/2022,Karnataka,3940795,6526,3894333,39936
12649,01/03/2022,Karnataka,3941063,5661,3895452,39950
12650,02/03/2022,Karnataka,3941265,4885,3896423,39957
12651,03/03/2022,Karnataka,3941453,4245,3897239,39969
12652,04/03/2022,Karnataka,3941835,3928,3897928,39979
12653,05/03/2022,Karnataka,3942068,3507,3898576,39985
12654,06/03/2022,Karnataka,3942346,3324,3899034,39988
12655,07/03/2022,Karnataka,3942575,3286,3899298,39991
12656,08/03/2022,Karnataka,3942730,3087,3899647,39996
12657,09/03/2022,Karnataka,3942927,3018,3899905,40004
12658,10/03/2022,Karnataka,3943108,2975,3900127,40006
12659,11/03/2022,Karnataka,3943325,2884,3900428,40013
12660,12/03/2022,Karnataka,3943506,2802,3900688,40016
12661,13/03/2022,Karnataka,3943642,2661,3900963,40018
12662,14/03/2022,Karnataka,3943806,2695,3901093,40018
12663,15/03/2022,Karnataka,3943912,2460,3901430,40022
12664,16/03/2022,Karnataka,3944041,2381,3901636,40024
12665,17/03/2022,Karnataka,3944186,2132,3902028,40026
12666,18/03/2022,Karnataka,3944326,2108,3902190,40028
12667,19/03/2022,Karnataka,3944432,2055,3902344,40033
12668,20/03/2022,Karnataka,3944605,2073,3902497,40035
12669,21/03/2022,Karnataka,3944714,2037,3902640,40037
12670,22/03/2022,Karnataka,3944785,1933,3902813,40039
12671,23/03/2022,Karnataka,3944877,1880,3902956,40041
12672,24/03/2022,Karnataka,3944970,1844,3903084,40042
12673,25/03/2022,Karnataka,3945079,1834,3903201,40044
12674,26/03/2022,Karnataka,3945168,1834,3903286,40048
12675,27/03/2022,Karnataka,3945247,1818,3903380,40049
12676,28/03/2022,Karnataka,3945311,1819,3903442,40050
12677,29/03/2022,Karnataka,3945359,1761,3903547,40051
12678,30/03/2022,Karnataka,3945401,1698,3903651,40052
12679,31/03/2022,Karnataka,3945436,1627,3903756,40053
12680,01/04/2022,Karnataka,3945514,1611,3903849,40054
12681,02/04/2022,Karnataka,3945576,1603,3903919,40054
12682,03/04/2022,Karnataka,3945610,1558,3903998,40054
12683,04/04/2022,Karnataka,3945660,1557,3904049,40054
12684,05/04/2022,Karnataka,3945698,1542,3904101,40055
12685,06/04/2022,Karnataka,3945727,1510,3904162,40055
12686,07/04/2022,Karnataka,3945760,1457,3904247,40056
12687,08/04/2022,Karnataka,3945823,1469,3904298,40056
12688,11/04/2022,Karnataka,3946002,1483,3904462,40057
12689,12/04/2022,Karnataka,3946036,1488,3904491,40057
12690,13/04/2022,Karnataka,3946084,1450,3904577,40057
12691,14/04/2022,Karnataka,3946176,1480,3904639,40057
12692,15/04/2022,Karnataka,3946221,1471,3904693,40057
12693,16/04/2022,Karnataka,3946270,1483,3904730,40057
12694,17/04/2022,Karnataka,3946270,1483,3904730,40057
12695,18/04/2022,Karnataka,3946315,1483,3904775,40057
12696,21/04/2022,Karnataka,3946545,1541,3904947,40057
12697,22/04/2022,Karnataka,3946645,1592,3904996,40057
12698,23/04/2022,Karnataka,3946735,1637,3905041,40057
12699,24/04/2022,Karnataka,3946874,1721,3905096,40057
12700,25/04/2022,Karnataka,3946934,1718,3905159,40057
12701,26/04/2022,Karnataka,3946998,1713,3905228,40057
12702,27/04/2022,Karnataka,3947083,1728,3905298,40057
12703,28/04/2022,Karnataka,3947209,1755,3905397,40057
12704,29/04/2022,Karnataka,3947363,1751,3905513,40099
12705,30/04/2022,Karnataka,3947496,1737,3905660,40099
12706,01/05/2022,Karnataka,3947622,1785,3905736,40101
12707,02/05/2022,Karnataka,3947726,1780,3905844,40102
12708,03/05/2022,Karnataka,3947837,1815,3905920,40102
12709,04/05/2022,Karnataka,3947944,1815,3906027,40102
12710,01/01/1970,Kerala,5194605,39018,5112620,42967
12711,21/12/2014,Kerala,5197039,36941,5116928,43170
12712,21/12/2015,Kerala,5200416,36071,5121001,43344
12713,12/03/2020,Kerala,17,14,3,0
12714,13/03/2020,Kerala,17,14,3,0
12715,14/03/2020,Kerala,19,16,3,0
12716,15/03/2020,Kerala,22,19,3,0
12717,16/03/2020,Kerala,23,20,3,0
12718,17/03/2020,Kerala,26,23,3,0
12719,18/03/2020,Kerala,27,24,3,0
12720,19/03/2020,Kerala,27,24,3,0
12721,20/03/2020,Kerala,28,25,3,0
12722,21/03/2020,Kerala,40,37,3,0
12723,22/03/2020,Kerala,52,49,3,0
12724,23/03/2020,Kerala,67,64,3,0
12725,24/03/2020,Kerala,95,91,4,0
12726,25/03/2020,Kerala,95,91,4,0
12727,26/03/2020,Kerala,118,114,4,0
12728,27/03/2020,Kerala,137,126,11,0
12729,28/03/2020,Kerala,176,165,11,0
12730,29/03/2020,Kerala,182,166,15,1
12731,30/03/2020,Kerala,194,174,19,1
12732,31/03/2020,Kerala,234,214,19,1
12733,01/04/2020,Kerala,241,216,23,2
12734,02/04/2020,Kerala,265,238,25,2
12735,03/04/2020,Kerala,286,257,27,2
12736,04/04/2020,Kerala,295,252,41,2
12737,05/04/2020,Kerala,306,255,49,2
12738,06/04/2020,Kerala,314,257,55,2
12739,07/04/2020,Kerala,327,267,58,2
12740,08/04/2020,Kerala,336,264,70,2
12741,09/04/2020,Kerala,345,260,83,2
12742,10/04/2020,Kerala,357,259,96,2
12743,11/04/2020,Kerala,364,239,123,2
12744,12/04/2020,Kerala,364,239,123,2
12745,13/04/2020,Kerala,376,195,179,2
12746,14/04/2020,Kerala,379,178,198,3
12747,15/04/2020,Kerala,387,173,211,3
12748,16/04/2020,Kerala,388,167,218,3
12749,17/04/2020,Kerala,395,147,245,3
12750,18/04/2020,Kerala,396,138,255,3
12751,19/04/2020,Kerala,400,140,257,3
12752,20/04/2020,Kerala,402,129,270,3
12753,21/04/2020,Kerala,408,114,291,3
12754,22/04/2020,Kerala,427,117,307,3
12755,23/04/2020,Kerala,438,112,323,3
12756,24/04/2020,Kerala,447,120,324,3
12757,25/04/2020,Kerala,450,116,331,3
12758,26/04/2020,Kerala,457,115,338,4
12759,27/04/2020,Kerala,458,116,338,4
12760,28/04/2020,Kerala,481,122,355,4
12761,29/04/2020,Kerala,485,122,359,4
12762,30/04/2020,Kerala,495,122,369,4
12763,01/05/2020,Kerala,497,110,383,4
12764,02/05/2020,Kerala,497,101,392,4
12765,03/05/2020,Kerala,499,95,400,4
12766,04/05/2020,Kerala,500,95,401,4
12767,05/05/2020,Kerala,500,34,462,4
12768,06/05/2020,Kerala,502,36,462,4
12769,07/05/2020,Kerala,503,30,469,4
12770,08/05/2020,Kerala,503,25,474,4
12771,09/05/2020,Kerala,503,15,484,4
12772,10/05/2020,Kerala,505,16,485,4
12773,11/05/2020,Kerala,512,19,489,4
12774,12/05/2020,Kerala,519,26,489,4
12775,13/05/2020,Kerala,524,31,489,4
12776,14/05/2020,Kerala,534,40,490,4
12777,15/05/2020,Kerala,560,65,491,4
12778,16/05/2020,Kerala,576,80,492,4
12779,17/05/2020,Kerala,587,88,495,4
12780,18/05/2020,Kerala,601,100,497,4
12781,19/05/2020,Kerala,630,129,497,4
12782,20/05/2020,Kerala,642,141,497,4
12783,21/05/2020,Kerala,666,160,502,4
12784,22/05/2020,Kerala,690,176,510,4
12785,23/05/2020,Kerala,732,216,512,4
12786,24/05/2020,Kerala,795,276,515,4
12787,25/05/2020,Kerala,847,322,521,4
12788,26/05/2020,Kerala,896,359,532,5
12789,27/05/2020,Kerala,963,415,542,6
12790,28/05/2020,Kerala,1004,445,552,7
12791,29/05/2020,Kerala,1088,526,555,7
12792,30/05/2020,Kerala,1150,577,565,8
12793,31/05/2020,Kerala,1208,624,575,9
12794,01/06/2020,Kerala,1269,670,590,9
12795,02/06/2020,Kerala,1326,708,608,10
12796,03/06/2020,Kerala,1412,774,627,11
12797,04/06/2020,Kerala,1494,832,651,11
12798,05/06/2020,Kerala,1588,884,690,14
12799,06/06/2020,Kerala,1699,973,712,14
12800,07/06/2020,Kerala,1807,1030,762,15
12801,08/06/2020,Kerala,1914,1096,803,15
12802,09/06/2020,Kerala,2005,1175,814,16
12803,10/06/2020,Kerala,2096,1232,848,16
12804,11/06/2020,Kerala,2161,1238,905,18
12805,12/06/2020,Kerala,2244,1258,968,18
12806,13/06/2020,Kerala,2322,1303,1000,19
12807,14/06/2020,Kerala,2407,1342,1046,19
12808,15/06/2020,Kerala,2461,1340,1102,19
12809,16/06/2020,Kerala,2543,1348,1175,20
12810,17/06/2020,Kerala,2622,1366,1236,20
12811,18/06/2020,Kerala,2697,1351,1326,20
12812,19/06/2020,Kerala,2794,1358,1415,21
12813,20/06/2020,Kerala,2912,1380,1511,21
12814,21/06/2020,Kerala,3039,1450,1568,21
12815,22/06/2020,Kerala,3172,1490,1661,21
12816,23/06/2020,Kerala,3310,1540,1749,21
12817,24/06/2020,Kerala,3451,1620,1809,22
12818,25/06/2020,Kerala,3603,1693,1888,22
12819,26/06/2020,Kerala,3726,1761,1943,22
12820,27/06/2020,Kerala,3876,1846,2008,22
12821,28/06/2020,Kerala,4071,1939,2110,22
12822,29/06/2020,Kerala,4189,2015,2152,22
12823,30/06/2020,Kerala,4189,2015,2152,22
12824,01/07/2020,Kerala,4442,2112,2306,24
12825,02/07/2020,Kerala,4593,2130,2439,24
12826,03/07/2020,Kerala,4753,2088,2640,25
12827,04/07/2020,Kerala,4964,2098,2841,25
12828,05/07/2020,Kerala,5204,2131,3048,25
12829,06/07/2020,Kerala,5429,2230,3174,25
12830,07/07/2020,Kerala,5622,2254,3341,27
12831,08/07/2020,Kerala,5894,2415,3452,27
12832,09/07/2020,Kerala,6195,2609,3559,27
12833,10/07/2020,Kerala,6534,2799,3708,27
12834,11/07/2020,Kerala,6950,3103,3820,27
12835,12/07/2020,Kerala,7438,3446,3963,29
12836,13/07/2020,Kerala,7873,3747,4095,31
12837,14/07/2020,Kerala,8322,4032,4257,33
12838,15/07/2020,Kerala,8930,4458,4438,34
12839,16/07/2020,Kerala,9553,4884,4634,35
12840,17/07/2020,Kerala,10275,5376,4862,37
12841,18/07/2020,Kerala,11066,6033,4995,38
